,title,author,day,genre,story,platform,webtoon_url,thumbnail_url
173,음란마귀지만 괜찮아!,"모가비,모가비",X(완결),로맨스,"야한 상상만 하면 
남자친구와 
깨져버리는 그녀",카카오,https://webtoon.kakao.com/content/음란마귀지만-괜찮아/1955,https://kr-a.kakaopagecdn.com/P/C/1955/c1/2x/702153cf-fc8a-4bcc-92de-481ab2d7d32d.png
174,학교대표,"동훈,동훈",X(완결),액션/무협,"진화된 축구 천재들의
네게(Nege)도전기.",카카오,https://webtoon.kakao.com/content/학교대표/1568,https://kr-a.kakaopagecdn.com/P/C/1568/c1/2x/bb7405a2-2adc-4233-ba29-7ecbb674c234.png
175,나비는 세 번 변태한다,"라다,컨트리리",X(완결),로맨스,"30살의 생일, 
회사 동료의 남자친구와
첫키스를 하게 되는데",카카오,https://webtoon.kakao.com/content/나비는-세-번-변태한다/1994,https://kr-a.kakaopagecdn.com/P/C/1994/c1/2x/53d95004-c49a-4a96-b64c-a28adc57223e.png
176,트러블,"네스티캣,여름비",X(완결),학원/판타지,"잉태를 금지시킨 
신에게 대적하는 
자들의 처절한 싸움",카카오,https://webtoon.kakao.com/content/트러블/2045,https://kr-a.kakaopagecdn.com/P/C/2045/c1/2x/e30c685f-b4b1-4cd9-9ab6-45a7e283c9db.png
177,버닝 이펙트,"박태현,박태현",X(완결),학원/판타지,"죄를 짓는 자는 죽는다
법을 집행하는 자와
뒤집는 자의 싸움",카카오,https://webtoon.kakao.com/content/버닝-이펙트/1354,https://kr-a.kakaopagecdn.com/P/C/1354/c1/2x/5796f9c2-db87-4051-aef4-f663a2e1afd9.png
178,이담,"창,정두",X(완결),드라마,"현실에서 도망치고 싶은
죄 많은 소녀의
다음 이야기",카카오,https://webtoon.kakao.com/content/이담/1854,https://kr-a.kakaopagecdn.com/P/C/1854/c1/2x/186a3f96-331b-461a-a7a2-ba291507dbe7.png
179,형제가 사랑한 마녀,"복숭아,복숭아",X(완결),로맨스,"묘약으로 시작된 연애,
두 형제를 사로잡은
마녀의 후예",카카오,https://webtoon.kakao.com/content/형제가-사랑한-마녀/1956,https://kr-a.kakaopagecdn.com/P/C/1956/c1/2x/15137dc8-13a7-478c-b0e3-71c36a8c7538.png
180,요괴백정,"좌서방,좌서방",X(완결),학원/판타지,"도깨비의 팔로
요괴들을 사냥하는
요괴백정의 액션활극!",카카오,https://webtoon.kakao.com/content/요괴백정/1671,https://kr-a.kakaopagecdn.com/P/C/1671/c1/2x/010ef9cd-9b8a-4c69-8853-778ecfeb0098.png
181,피치 (PITCH),"홍성수,지뚱",X(완결),액션/무협,"거친 숨, 흐르는 땀 
철주의 계절은, 
1도 더 높다.",카카오,https://webtoon.kakao.com/content/피치-PITCH/1946,https://kr-a.kakaopagecdn.com/P/C/1946/c1/2x/c8c47f01-7069-4e53-a72d-2602374a9cd5.png
182,인스타러브,"달나리,달나리",X(완결),로맨스,"환승 이별 당한 율.
SNS셀럽이 되어
전남친에게 복수하겠어!",카카오,https://webtoon.kakao.com/content/인스타러브/1805,https://kr-a.kakaopagecdn.com/P/C/1805/c1/2x/a585eb4b-6348-4c75-894c-f57a33190f6e.png
183,마이셀프,"기행,기행",X(완결),공포/스릴러,"인기 스트리머 예림의
진짜 나를 찾기 위한
사투가 시작된다!",카카오,https://webtoon.kakao.com/content/마이셀프/2013,https://kr-a.kakaopagecdn.com/P/C/2013/c1/2x/9b3ca1e1-9e9f-4df8-aef6-2534732cd83d.png
184,왕 그리고 황제,"정이리이리,정이리이리",X(완결),드라마,"영혼이 바뀐
고종과 태종
조선의 운명은?",카카오,https://webtoon.kakao.com/content/왕-그리고-황제/1342,https://kr-a.kakaopagecdn.com/P/C/1342/c1/2x/daff817a-b1ea-498f-a21b-66894be2b4bf.png
185,하나밖에 안 보여!,"샌도,샌도",X(완결),로맨스,"햇살 같은 하나와
음침 미소년 창욱이의
친구 만들기 프로젝트!",카카오,https://webtoon.kakao.com/content/하나밖에-안-보여/1896,https://kr-a.kakaopagecdn.com/P/C/1896/c1/2x/0d63b220-6203-4b1d-9cb4-db86cc57ce07.png
186,사화,"다미,잿슨",X(완결),판타지 드라마,"연인을 위해 악마와
계약한 남자의 
아름답고 슬픈 로맨스",카카오,https://webtoon.kakao.com/content/사화/2128,https://kr-a.kakaopagecdn.com/P/C/2128/c1/2x/c51cdf26-4b2f-4b1c-bbbd-a4d34117bd9d.png
187,고교호구왕,"김구일,슥수",X(완결),학원/판타지,"거기 왕따 소년,
나와 함께 
검도왕이 되자!",카카오,https://webtoon.kakao.com/content/고교호구왕/1925,https://kr-a.kakaopagecdn.com/P/C/1925/c1/2x/31129960-b2c0-461b-bc48-e622db3bc12a.png
188,하필 너야?!,"임자,임자",X(완결),로맨스,"고양이가 된 그녀.
운명의 상대를 찾고
사람이 될 수 있을까?",카카오,https://webtoon.kakao.com/content/하필-너야/1720,https://kr-a.kakaopagecdn.com/P/C/1720/c1/2x/a1802ad5-97ea-48cd-b0d1-be5964c4cc0a.png
189,밤의 향,"보리,보리",X(완결),로맨스,"당신의 살내음
그리고
그 여름밤의 향기",카카오,https://webtoon.kakao.com/content/밤의-향/1532,https://kr-a.kakaopagecdn.com/P/C/1532/c1/2x/a4f1c93f-554d-47c0-baa8-4044d534a75f.png
190,그 남자의 하이힐,"김지미,김지미",X(완결),드라마,"너, 내 ‘뮤즈’해라.
하이힐 신는 남자와 
디자이너의 이야기",카카오,https://webtoon.kakao.com/content/그-남자의-하이힐/2127,https://kr-a.kakaopagecdn.com/P/C/2127/c1/2x/6939ac80-7540-4ca5-a1d2-d4a2e53f33da.png
191,유색의 멜랑꼴리,"비나리,비나리",X(완결),드라마,"이 결혼 용납 못 해!
유도완의 결혼식은
그렇게 망했다.",카카오,https://webtoon.kakao.com/content/유색의-멜랑꼴리/1714,https://kr-a.kakaopagecdn.com/P/C/1714/c1/2x/69562ff4-4074-49d6-8897-3ef25234cb89.png
192,갱스쿨,"taibogi,taibogi",X(완결),학원/판타지,"남은 가족을 위해 모든
부산 고교 깡패들을
제압하고 갱을 만든다!",카카오,https://webtoon.kakao.com/content/갱스쿨/2322,https://kr-a.kakaopagecdn.com/P/C/2322/c1/2x/8138a25f-4d2a-4a8e-af9b-f16b11395604.png
193,화목한 가족,"서늬,서늬",X(완결),드라마,"의미 없는 삶에
변화를 가져다 준
비밀스러운 만남",카카오,https://webtoon.kakao.com/content/화목한-가족/2025,https://kr-a.kakaopagecdn.com/P/C/2025/c1/2x/9fd9f209-6f24-4985-8e25-2f63fac16f7c.png
194,유치원 신드롬,"jaw,jaw",X(완결),공포/스릴러,"우리 조카가 다니는
유치원이 이상해요!",카카오,https://webtoon.kakao.com/content/유치원-신드롬/2031,https://kr-a.kakaopagecdn.com/P/C/2031/c1/2x/b67fc969-6357-41f9-991d-c33ff3c5d3a7.png
195,보글보글챱챱,"첨지,첨지",X(완결),코믹/일상,"오늘은 뭘 먹을까?! 
행복으로 채우는 
맛있는 한입!",카카오,https://webtoon.kakao.com/content/보글보글챱챱/2115,https://kr-a.kakaopagecdn.com/P/C/2115/c1/2x/f7828ce0-fd30-4363-a7a3-75908a1f0b64.png
196,옆집남자,"임수영,임수영",X(완결),로맨스,"서른 살.
작가 지망생의
생계형 로맨스.",카카오,https://webtoon.kakao.com/content/옆집남자/1895,https://kr-a.kakaopagecdn.com/P/C/1895/c1/2x/bff9042c-fac2-4c87-8b33-2b6cebeb75b4.png
197,같은 방에서,"혹등고래,혹등고래",X(완결),로맨스,"두 남자의 파란만장 
동거 라이프가 
지금 시작된다!",카카오,https://webtoon.kakao.com/content/같은-방에서/2113,https://kr-a.kakaopagecdn.com/P/C/2113/c1/2x/c167844f-96f5-4e29-bd4d-24a162561a9c.png
198,특별직,"금기혁,금기혁",X(완결),액션/무협,"청원 해결사 특별직.
임무 수행 중 드러나는
숨겨진 진실은?",카카오,https://webtoon.kakao.com/content/특별직/1774,https://kr-a.kakaopagecdn.com/P/C/1774/c1/2x/dff6d6d9-d5ba-4d7b-ac20-9034dd444033.png
199,용의주도 황비,"자주,산맡",X(완결),로맨스 판타지,"세계관 최강자 백룡,
폭군의 아내가
되었다?",카카오,https://webtoon.kakao.com/content/용의주도-황비/1917,https://kr-a.kakaopagecdn.com/P/C/1917/c1/2x/6ad07b44-efec-4db1-a9e3-88f86d138993.png
200,내추럴 리드미칼2,"전상영,전상영",X(완결),학원/판타지,"SF액션 활극,
쑈오리 라마가
세상을 바꾼다!",카카오,https://webtoon.kakao.com/content/내추럴-리드미칼2/1291,https://kr-a.kakaopagecdn.com/P/C/1291/c1/2x/e777fc42-160e-4812-91b7-ea110c096cf1.png
201,경성야상곡,"김라무,김라무",X(완결),드라마,"1928년
일제강점기 경성,
두 소녀의 뒤바뀐 운명",카카오,https://webtoon.kakao.com/content/경성야상곡/1769,https://kr-a.kakaopagecdn.com/P/C/1769/c1/2x/0118cd71-65d3-4379-81a3-2be459ff9b65.png
202,냥냐라냥냥,"손달섭,손달섭",X(완결),코믹/일상,"갑자기 생긴 
고양이 집사들과의
좌충우돌 이야기",카카오,https://webtoon.kakao.com/content/냥냐라냥냥/1918,https://kr-a.kakaopagecdn.com/P/C/1918/c1/2x/cbc912c1-2b54-4c67-8799-18ebf219a19e.png
203,구리의 구리구리 컴백,"구리,구리",X(완결),코믹/일상,"논픽션 좌충우돌,
돌아온 구리의
구리구리한 개그 일상툰",카카오,https://webtoon.kakao.com/content/구리의-구리구리-컴백/1467,https://kr-a.kakaopagecdn.com/P/C/1467/c1/2x/bc999e35-27df-423e-b6a9-1dda6e5e2bd7.png
204,묘씨맥주점,"김경,김경",X(완결),드라마,"솜방망이 손으로
건네는 맥주 한 잔
그리고 작은 위로",카카오,https://webtoon.kakao.com/content/묘씨맥주점/2102,https://kr-a.kakaopagecdn.com/P/C/2102/c1/2x/6a9a38ed-000a-49b2-8de4-2a759375ee6b.png
205,이게뭐야,"지지,지지",X(완결),코믹/일상,"평범하지만 
평범하지 않은 
두 남자의 이야기",카카오,https://webtoon.kakao.com/content/이게뭐야/1137,https://kr-a.kakaopagecdn.com/P/C/1137/c1/2x/be3b60fa-223b-4e58-9c37-9f9265d95436.png
206,미래의 너에게,"제경,정은",X(완결),로맨스,"나도 모르는 미래의
남자친구를 미리 보는
능력을 가진 소녀",카카오,https://webtoon.kakao.com/content/미래의-너에게/1519,https://kr-a.kakaopagecdn.com/P/C/1519/c1/2x/2de63f3d-feba-402e-82a1-6ba67afeb981.png
207,여자만화 구두,"박윤영,박윤영",X(완결),로맨스,"내가 좋아하는 사람이
날 좋아하는 기적. 
내게 생길 수 있을까?",카카오,https://webtoon.kakao.com/content/여자만화-구두/2105,https://kr-a.kakaopagecdn.com/P/C/2105/c1/2x/5163955b-fef6-4575-b8c0-9b8cb0a19f53.png
208,우리학교 김선생님,"복슬,복슬",X(완결),로맨스,"초보 교사와
완벽한 교사
두 김선생님 이야기",카카오,https://webtoon.kakao.com/content/우리학교-김선생님/1386,https://kr-a.kakaopagecdn.com/P/C/1386/c1/2x/e5b950f3-fdc7-4bcf-8309-5944b12d6954.png
209,큐레이터,"김동우,송준혁",X(완결),액션/무협,"유물을 다루지 못하는 
유물 관리 공무원의 
본격 이능배틀물!",카카오,https://webtoon.kakao.com/content/큐레이터/2103,https://kr-a.kakaopagecdn.com/P/C/2103/c1/2x/366d40be-8761-4fd0-b806-4c7284c76e1f.png
210,그림자정원,"비둘기,비둘기",X(완결),공포/스릴러,"기묘하고 아름다운
식물원에서 펼쳐지는
어둠의 이야기.",카카오,https://webtoon.kakao.com/content/그림자정원/1862,https://kr-a.kakaopagecdn.com/P/C/1862/c1/2x/c897fab6-70c8-410c-8ed9-5c41cb2eafa5.png
211,오늘도 꽐랄라라,"아실,아실",X(완결),로맨스,"술은 잘해도
연애는 잘 못하는 
말술녀들의 취중연애담",카카오,https://webtoon.kakao.com/content/오늘도-꽐랄라라/1596,https://kr-a.kakaopagecdn.com/P/C/1596/c1/2x/36094f3c-3133-4884-b3fa-fd2e42a2ee72.png
212,조우,"최희선,최희선",X(완결),공포/스릴러,"맞닥뜨릴 수 있는
하지만 결국은
남의 일로 치부한다",카카오,https://webtoon.kakao.com/content/조우/1329,https://kr-a.kakaopagecdn.com/P/C/1329/c1/2x/e5a54d25-643e-480d-bc81-28501a081081.png
213,크라이시스,"타란트,조약돌",X(완결),액션/무협,"인류의 위기를 마주한
암리타 소년 니코의
본격 초능력 액션판타지",카카오,https://webtoon.kakao.com/content/크라이시스/2087,https://kr-a.kakaopagecdn.com/P/C/2087/c1/2x/7085c23e-2a1f-46da-91cc-fa054c5c15f9.png
214,레드스톰,"노경찬,암현",X(완결),액션/무협,"사막의 찐득찐득한 
모래바람과 그곳을
질주하는 전사들!",카카오,https://webtoon.kakao.com/content/레드스톰/823,https://kr-a.kakaopagecdn.com/P/C/823/c1/2x/8970c0a9-6abc-40fa-9c19-1d2fb8e83c59.png
215,방탕일기,"단지,단지",X(완결),드라마,"제대로 놀아본 적 없는
34살 성인의
뒤늦은 오춘기",카카오,https://webtoon.kakao.com/content/방탕일기/1819,https://kr-a.kakaopagecdn.com/P/C/1819/c1/2x/fa76a692-a8b8-46f4-8783-d4607494c9d2.png
216,꽃같은 인생,"김인정,김인정",X(완결),로맨스,"웃음과 눈물, 
사랑이 가득한
캠퍼스 라이프",카카오,https://webtoon.kakao.com/content/꽃같은-인생/2077,https://kr-a.kakaopagecdn.com/P/C/2077/c1/2x/e3b1b04f-f598-44ce-969c-6a9781041e13.png
217,우리 집에 왜 왔니,"이윤희,이윤희",X(완결),로맨스,"재희 앞에 나타난 
낯선 그 녀석에 대한
선입견을 벗겨라!",카카오,https://webtoon.kakao.com/content/우리-집에-왜-왔니/1308,https://kr-a.kakaopagecdn.com/P/C/1308/c1/2x/4f843222-65e9-4961-93c5-4852a72a1cc9.png
218,창백한 말,"추혜연,추혜연",X(완결),로맨스 판타지,"1835년 프랑스,
마녀로 불리던 소녀의 
핏빛 운명과 충격진실!",카카오,https://webtoon.kakao.com/content/창백한-말/783,https://kr-a.kakaopagecdn.com/P/C/783/c1/2x/5ee4becc-cd39-454e-88fe-52da7746dfdd.png
219,표류감옥,"조원표,조원표",X(완결),공포/스릴러,"내가 취업한 곳은
사상 최악의 교도소.
반드시 살아남아야 한다",카카오,https://webtoon.kakao.com/content/표류감옥/1622,https://kr-a.kakaopagecdn.com/P/C/1622/c1/2x/f0ad96d7-04bb-430f-9248-19a8744f5c2c.png
220,어름치,"박세가,박세가",X(완결),코믹/일상,"강원도 산골에서
펼쳐지는
뜨거운 노동 이야기",카카오,https://webtoon.kakao.com/content/어름치/1892,https://kr-a.kakaopagecdn.com/P/C/1892/c1/2x/d5fb1a25-9dc5-4531-8789-fe9c78ce5a82.png
221,작약만가 : 불환곡,"인토르노,인토르노",X(완결),판타지 드라마,"비단위에 내 죽음이
몰아치는구나 아 희라!
돌아오지 못할 자여",카카오,https://webtoon.kakao.com/content/작약만가-불환곡/1407,https://kr-a.kakaopagecdn.com/P/C/1407/c1/2x/862defea-de6c-40e9-96cf-9abc8e12d76b.png
222,세로토닌,"강희석,강희석",X(완결),판타지 드라마,"좀비 때문에 
세상이 망했다. 
새로운 인생 시작이다.",카카오,https://webtoon.kakao.com/content/세로토닌/1949,https://kr-a.kakaopagecdn.com/P/C/1949/c1/2x/ee12cab9-cd5a-4074-b62e-5712735f13a1.png
223,여의주,"운,김한석",X(완결),드라마,"취업 포기!
정치 도전!
정치는 무엇입니까?",카카오,https://webtoon.kakao.com/content/여의주/1417,https://kr-a.kakaopagecdn.com/P/C/1417/c1/2x/485592d3-f9d8-4601-928f-266f2736212c.png
224,어둠이 걷힌 자리엔,"젤리빈,젤리빈",X(완결),판타지 드라마,"19nn년 경성.
특별한 가게에 모이는
기기묘묘 사연들",카카오,https://webtoon.kakao.com/content/어둠이-걷힌-자리엔/1614,https://kr-a.kakaopagecdn.com/P/C/1614/c1/2x/14fdf8aa-7b22-4308-bd81-bf810b0273bd.png
225,찬란한 액션 유치원,"탐이부,김동찬",X(완결),코믹/일상,"찬란하지만
유치하지 않은
우정과 평화의 드라마",카카오,https://webtoon.kakao.com/content/찬란한-액션-유치원/1815,https://kr-a.kakaopagecdn.com/P/C/1815/c1/2x/40f70c17-876d-40fb-b6c3-9d447bdfabdc.png
226,이태원 클라쓰,"광진,광진",X(완결),드라마,"이태원, 이 작은 거리
각자 자유를 쫒는다
우리는 이태원 클라쓰!",카카오,https://webtoon.kakao.com/content/이태원-클라쓰/1338,https://kr-a.kakaopagecdn.com/P/C/1338/c1/2x/019ae54c-4115-40b0-956e-a41b0d912884.png
227,빌린 몸,"박세계,박세계",X(완결),로맨스,"순수하고 풋풋했던 
열아홉 시절의
알콩달콩 사랑 이야기",카카오,https://webtoon.kakao.com/content/빌린-몸/2041,https://kr-a.kakaopagecdn.com/P/C/2041/c1/2x/ba63939e-64e2-4a76-b0e2-2adce1664d7f.png
228,인간을 먹는 성,"김만호,김만호",X(완결),판타지 드라마,"한번 들어가면 
탈출할 수 없는 
그 성의 비밀은..",카카오,https://webtoon.kakao.com/content/인간을-먹는-성/1301,https://kr-a.kakaopagecdn.com/P/C/1301/c1/2x/adf3e18d-1023-4c94-aea1-a71debd86f78.png
229,저녁 같이 드실래요?,"박시인,박시인",X(완결),로맨스,"음식에 얽힌
두 남녀의 비밀스러운
연애 이야기.",카카오,https://webtoon.kakao.com/content/저녁-같이-드실래요/1026,https://kr-a.kakaopagecdn.com/P/C/1026/c1/2x/81b9ec88-9b15-4f88-a49c-0ff6eafb4359.png
230,메모리스트,"재후,재후",X(완결),드라마,"기억을 읽는 형사
미스터리 연쇄 살인
사건을 만나다",카카오,https://webtoon.kakao.com/content/메모리스트/1322,https://kr-a.kakaopagecdn.com/P/C/1322/c1/2x/cd5e5147-21a7-4fa0-bef3-f5bcfeb1290f.png
231,리세터,"한지우,한지우",X(완결),공포/스릴러,"행복해지기 위해
환생을 반복하는
한 남자의 이야기",카카오,https://webtoon.kakao.com/content/리세터/1543,https://kr-a.kakaopagecdn.com/P/C/1543/c1/2x/55ed834a-812f-4341-8fc0-0ad62baab619.png
232,나는 엄마다,"순두부,순두부",X(완결),드라마,"우리 모두가 
공감할 수 있는 
엄마의 이야기 ",카카오,https://webtoon.kakao.com/content/나는-엄마다/1190,https://kr-a.kakaopagecdn.com/P/C/1190/c1/2x/c41a583e-e15f-4ffb-8b10-d296742b1b37.png
233,인생막장,"방진호,방진호",X(완결),드라마,"막장으로
질주하는
두 남녀의 로드 무비",카카오,https://webtoon.kakao.com/content/인생막장/1860,https://kr-a.kakaopagecdn.com/P/C/1860/c1/2x/ae43203f-0e2c-40db-9f8b-1955b40e57fa.png
234,대나무숲에서 알립니다,"이백,황짠느",X(완결),공포/스릴러,"익명의 제보를 전하는
'청록고 대나무숲'
나의 비밀이 폭로됐다.",카카오,https://webtoon.kakao.com/content/대나무숲에서-알립니다/1620,https://kr-a.kakaopagecdn.com/P/C/1620/c1/2x/8d42efb6-3612-4256-b763-2c851ebf793b.png
235,노동본색,"지뚱,지뚱",X(완결),학원/판타지,"망해버린 세상.
이제는 3D 업종의
전성시대",카카오,https://webtoon.kakao.com/content/노동본색/1419,https://kr-a.kakaopagecdn.com/P/C/1419/c1/2x/0710dd23-e682-4c53-8015-70bce2957f8b.png
236,개같은 세상,"정종수,정종수",X(완결),판타지 드라마,"개들은
알지 못하는
애완동물들의 이야기",카카오,https://webtoon.kakao.com/content/개같은-세상/1763,https://kr-a.kakaopagecdn.com/P/C/1763/c1/2x/6a7cba0f-4d6d-449c-a1eb-51fdcb33b6fc.png
237,겨울과 봄사이,"하래,하래",X(완결),로맨스,"색청을 앓고 있는
하연에게 나타난
다른 색깔의 두 남자",카카오,https://webtoon.kakao.com/content/겨울과-봄사이/1572,https://kr-a.kakaopagecdn.com/P/C/1572/c1/2x/d504b331-bae1-48e6-b0e8-996d7208bc3c.png
238,돈나무,"유들,라떼",X(완결),공포/스릴러,"우리 집 뒷 마당에
돈이 열리는 나무가
자라났다!",카카오,https://webtoon.kakao.com/content/돈나무/1606,https://kr-a.kakaopagecdn.com/P/C/1606/c1/2x/04289023-6d18-41fc-bad3-4619001d19d2.png
239,배고픈 자들의 도시,"유칼립,휘",X(완결),학원/판타지,"오랜 잠에서 깨어난
뱀파이어가 마주한 건
다름 아닌 좀비?!",카카오,https://webtoon.kakao.com/content/배고픈-자들의-도시/1584,https://kr-a.kakaopagecdn.com/P/C/1584/c1/2x/e9e8261d-c1c4-4da0-b2aa-ed7f1cb2a7bc.png
240,식귀,"깡,부랑",X(완결),학원/판타지,"지하철에서 의문의 
남성과 마주친 후
식귀가 된다.",카카오,https://webtoon.kakao.com/content/식귀/1883,https://kr-a.kakaopagecdn.com/P/C/1883/c1/2x/f9dd0c32-cb2f-41ed-bf99-676383042fd7.png
241,19,"우윱,우윱",X(완결),공포/스릴러,"90년대 한 시골 마을
인간을 향한
복수가 시작된다.",카카오,https://webtoon.kakao.com/content/19/1818,https://kr-a.kakaopagecdn.com/P/C/1818/c1/2x/1a7c62e2-41c8-4432-8ff5-db0a8431d206.png
242,헬로 마이 안드로이드,"고선영,고선영",X(완결),판타지 드라마,"아들이라고 주장하는
소년이 나타났다
좌충우돌 SF 로맨스",카카오,https://webtoon.kakao.com/content/헬로-마이-안드로이드/1533,https://kr-a.kakaopagecdn.com/P/C/1533/c1/2x/e478fef4-58a0-496a-93e7-e6ddc54ed701.png
243,망자의 서,"GAR2,오쌤",X(완결),공포/스릴러,"죽은 남편의
편지가
도착했다.",카카오,https://webtoon.kakao.com/content/망자의-서/1636,https://kr-a.kakaopagecdn.com/P/C/1636/c1/2x/e0f569ab-54d8-493c-8e03-aab72093e473.png
244,달리는 여자,"지은광,지은광",X(완결),로맨스,"대학교 막학년에
찾아온 첫사랑,
복학생의 로맨스!",카카오,https://webtoon.kakao.com/content/달리는-여자/1502,https://kr-a.kakaopagecdn.com/P/C/1502/c1/2x/67cf8d02-c4dd-4865-8465-b384d2f557bf.png
245,계약우정,"권라드,권라드",X(완결),드라마,"나'는 누구인가?
두 고등학생의 진짜
'나'를 찾아라",카카오,https://webtoon.kakao.com/content/계약우정/1454,https://kr-a.kakaopagecdn.com/P/C/1454/c1/2x/f5e05212-ed47-4730-b718-7c8b642755be.png
246,수의 계절,"이준,이준",X(완결),판타지 드라마,"그가 있던
단 한번의
계절",카카오,https://webtoon.kakao.com/content/수의-계절/1039,https://kr-a.kakaopagecdn.com/P/C/1039/c1/2x/eb69b9e0-933d-4096-a9cf-87c9f0dce8c6.png
247,스틸레인3 : 정상회담,"양우석,제피가루",X(완결),판타지 드라마,"정상회담을 위해 모인
남북미 3인의 정상들은
위기에 빠진게 되는데",카카오,https://webtoon.kakao.com/content/스틸레인3-정상회담/1806,https://kr-a.kakaopagecdn.com/P/C/1806/c1/2x/13461cae-10f6-478d-9240-95efa1cbcb5c.png
248,헤븐즈 소울,"하람,김영지",X(완결),학원/판타지,"괴생명체
크리쳐의 공격
맞서는 소녀들의 이야기",카카오,https://webtoon.kakao.com/content/헤븐즈-소울/1368,https://kr-a.kakaopagecdn.com/P/C/1368/c1/2x/30e1b019-022d-4983-81bc-55706df75faa.png
249,채널뽁스,"뽁스,뽁스",X(완결),코믹/일상,"상상 그 이상의 
요절복통 코미디 
멀티플렉스",카카오,https://webtoon.kakao.com/content/채널뽁스/1185,https://kr-a.kakaopagecdn.com/P/C/1185/c1/2x/713ae69e-a135-4a1a-81ea-fb61066cf0a5.png
250,차피,"펭펭,펭펭",X(완결),로맨스,"잡음 가득한 나의 
세상에서 만난 
단 하나의 고요함",카카오,https://webtoon.kakao.com/content/차피/1874,https://kr-a.kakaopagecdn.com/P/C/1874/c1/2x/235484ce-d417-4a91-a5c5-53b5d0c3761f.png
251,ONE,"이은재,이은재",X(완결),학원/판타지,"문제는 세상에 나쁜
놈들이 너무 많단 거야
이건 혁명이야.",카카오,https://webtoon.kakao.com/content/ONE/1657,https://kr-a.kakaopagecdn.com/P/C/1657/c1/2x/e85a59a3-4056-4ceb-b372-b175544715ac.png
252,아빠는 변태중,"곽인근,곽인근",X(완결),드라마,"평범한 회사원이었던
아빠의 변화.
3세대가 벌이는 시트콤",카카오,https://webtoon.kakao.com/content/아빠는-변태중/975,https://kr-a.kakaopagecdn.com/P/C/975/c1/2x/8dcbe5b0-01e3-481b-bc25-70cac52d6953.png
253,해치지않아,"Hun,Hun",X(완결),드라마,"동물원을 살리기 위한,
동물 없는 미친 동물원
지금 개장합니다!",카카오,https://webtoon.kakao.com/content/해치지않아/786,https://kr-a.kakaopagecdn.com/P/C/786/c1/2x/69b5f0da-3b89-43d8-b6ce-15065e494426.png
254,동쪽으로,"봉봉,봉봉",X(완결),판타지 드라마,"문명이 멸망한 미래
4명의 총잡이들
파라다이스를 찾아라",카카오,https://webtoon.kakao.com/content/동쪽으로/1350,https://kr-a.kakaopagecdn.com/P/C/1350/c1/2x/eb531860-5c5a-4418-aaf7-ed2814ac69e1.png
255,4학년,"봉수,봉수",X(완결),공포/스릴러,"날 바라보는
아이의 눈빛이
이상하게 느껴진다.",카카오,https://webtoon.kakao.com/content/4학년/1826,https://kr-a.kakaopagecdn.com/P/C/1826/c1/2x/094e9df6-fcfb-4f5a-9f24-1f7eeffcbeb9.png
256,거울 죽이기,"환상거북,환상거북",X(완결),공포/스릴러,"자신과 똑같은 사람이
눈앞에 나타났다!
나와 공존하는 이야기",카카오,https://webtoon.kakao.com/content/거울-죽이기/1544,https://kr-a.kakaopagecdn.com/P/C/1544/c1/2x/440aea5c-6511-4aab-af03-857beb979cbd.png
257,사귀자,"이노우,근영",X(완결),로맨스,"천재 미녀 
웹툰 작가에게 생긴
귀요미 귀신 팬!",카카오,https://webtoon.kakao.com/content/사귀자/1957,https://kr-a.kakaopagecdn.com/P/C/1957/c1/2x/d6ad4d4b-8131-42c2-9ab1-ee3bee4745d9.png
258,Breaker.Drawing,"한필,한필",X(완결),판타지 드라마,"이별을 그리는 남자, 
사랑을 피우는 여자의
사랑과 이별 이야기.",카카오,https://webtoon.kakao.com/content/Breaker.Drawing/1884,https://kr-a.kakaopagecdn.com/P/C/1884/c1/2x/59dbbc75-e6ae-47c9-9513-b7fd7570cdf4.png
259,겟 레디 위드 미,"여은,여은",X(완결),로맨스,"뷰티 크리에이터를
제안하는 자욱과 관심도
1도 없는 그림의 만남",카카오,https://webtoon.kakao.com/content/겟-레디-위드-미/1526,https://kr-a.kakaopagecdn.com/P/C/1526/c1/2x/6e033e8f-9169-47db-897b-6b4bbeab8630.png
260,공부하는 고양이,"Sepia,Sepia",X(완결),판타지 드라마,"인생의 마지막 순간.
분명 고양이는
공부를 하고 있었다.",카카오,https://webtoon.kakao.com/content/공부하는-고양이/1904,https://kr-a.kakaopagecdn.com/P/C/1904/c1/2x/32878e5b-bdd1-4a6a-a3f5-2a98340134bc.png
261,그림자 미녀,"아흠,아흠",X(완결),드라마,"누구도 알면 안 되는
아슬아슬한 이중생활
과연 지킬 수 있을까?",카카오,https://webtoon.kakao.com/content/그림자-미녀/2345,https://kr-a.kakaopagecdn.com/P/C/2345/c1/2x/4332408f-aae1-497e-bc50-4ffc6845f1c2.png
262,굿바이 사돈!,"교교박,교교박",X(완결),판타지 드라마,"사돈이 된 원수지간!
모든걸 되돌릴 수 있는
기회가 찾아오는데!",카카오,https://webtoon.kakao.com/content/굿바이-사돈/1546,https://kr-a.kakaopagecdn.com/P/C/1546/c1/2x/13ae8aac-7b82-485d-b2fd-8cbd4b10bc33.png
